code;name;url;active-ingredient;laboratory
P00018224;SANAPRIM FORTE;https://pe.ivademecum.com/medicamento-sanaprim-forte-albis-consumo-cod-41F98F12251114FB;Antibióticos;ALBIS CONSUMO
P00018225;SANAPROX;https://pe.ivademecum.com/medicamento-sanaprox-albis-consumo-cod-4B0FE8D0247196F5;Analgésicos;ALBIS CONSUMO
P00018226;SANAPULMOZIM ADULTO;https://pe.ivademecum.com/medicamento-sanapulmozim-adulto-bmc-farma-cod-487CCC1AE1914B67;Antitusivos, expectorantes, mucolíticos;BMC FARMA
P00018227;SANAPULMOZIN PEDIATRICO;https://pe.ivademecum.com/medicamento-sanapulmozin-pediatrico-bmc-farma-cod-D93AE731381B4CF3;Antitusivos, expectorantes, mucolíticos;BMC FARMA
P00018228;SANARUB;https://pe.ivademecum.com/medicamento-sanarub-albis-consumo-cod-DCD330C913F7BCA3;Antiinflamatorios tópicos;ALBIS CONSUMO
P00018229;SANATRIM BALSAMICO;https://pe.ivademecum.com/medicamento-sanatrim-balsamico-biosana-cod-551131DA05EA00BF;Antibióticos;BIOSANA
P00018230;SANATRIM FORTE;https://pe.ivademecum.com/medicamento-sanatrim-forte-biosana-cod-D2CF4F3945977D13;Antibióticos;BIOSANA
P00018231;SANDIMMUN;https://pe.ivademecum.com/medicamento-sandimmun-novartis-trans-cod-BD0BCAF656425D13;Inmunosupresores;NOVARTIS TRANS.
P00018232;SANDIMMUN NEORAL;https://pe.ivademecum.com/medicamento-sandimmun-neoral-novartis-trans-cod-576CCDF1E57DF141;Inmunosupresores;NOVARTIS TRANS.
P00018233;SANDOGLOBULINA;https://pe.ivademecum.com/medicamento-sandoglobulina-biotoscana-cod-5B85EC4141285993;Sueros e inmunoglobulinas;BIOTOSCANA
P00018234;SANDOSTATIN INYECTABLE;https://pe.ivademecum.com/medicamento-sandostatin-inyectable-novartis-onc-cod-1AF186F46EA85A6C;Hipofisarias;NOVARTIS ONC
P00018235;SANDOSTATIN LAR;https://pe.ivademecum.com/medicamento-sandostatin-lar-novartis-onc-cod-0F1AA4EE0B7CAF81;Hipofisarias;NOVARTIS ONC
P00018236;SANGRE DE GRADO INDUQUIMICA;https://pe.ivademecum.com/medicamento-sangre-grado-induquimica-induquimica-cod-944300052386F2A3;Hemostáticos;INDUQUIMICA
P00018237;SANIPEL;https://pe.ivademecum.com/medicamento-sanipel-terbol-cod-E0F5D8043F7632F6;Antialérgicos, antibióticos, antimicót. asoc.;TERBOL
P00018238;SANITROPINA-G;https://pe.ivademecum.com/medicamento-sanitropina-g-sanitas-cod-7797FF0850263A27;Antiespasmódicos;SANITAS
P00018239;SAW PALMETTO;https://pe.ivademecum.com/medicamento-saw-palmetto-arion-mason-cod-5BACD2AFAF867B52;Terapéutica prostática;ARION MASON
P00018240;SC CLEANER LIMPIADOR SUAVE;https://pe.ivademecum.com/medicamento-sc-cleaner-limpiador-suave-skin-master-cod-A331EB9B2F20E4D2;Dermatocosméticos;SKIN MASTER
P00018241;SCALFAR;https://pe.ivademecum.com/medicamento-scalfar-lafar-peru-cod-C42419F37CF816AC;Vitaminas, minerales, oligoelementos;LAFAR PERU
P00018242;SCHERIDERM;https://pe.ivademecum.com/medicamento-scheriderm-bayer-s-p-cod-1944D110DE6A5716;Antialérgicos, antibióticos, antimicót. asoc.;BAYER S.P.
P00018243;SCHERIPROCT;https://pe.ivademecum.com/medicamento-scheriproct-bayer-s-p-cod-D3F398725D4173CC;Antihemorroidales;BAYER S.P.
P00018244;SCIMAX;https://pe.ivademecum.com/medicamento-scimax-labex-corp-cod-C6AAD4592AFC9F25;Estimulantes de granulocitos y macrófagos;LABEX CORP.
P00018245;SEBIUM AKN;https://pe.ivademecum.com/medicamento-sebium-akn-novaderma-cod-03C342064C3A4200;Antiacneicos;NOVADERMA
P00018246;SEBIUM GEL GOMMANT;https://pe.ivademecum.com/medicamento-sebium-gel-gommant-novaderma-cod-F13130196E538DD2;Dermatocosméticos;NOVADERMA
P00018247;SEBIUM GEL MOUSSANT;https://pe.ivademecum.com/medicamento-sebium-gel-moussant-novaderma-cod-3A5EFBF136F2CA84;Dermatocosméticos;NOVADERMA
P00018248;SEBIUM H2O;https://pe.ivademecum.com/medicamento-sebium-h2o-novaderma-cod-E61A2C914FE7CF24;Dermatocosméticos;NOVADERMA
P00018249;SEBIUM PORE REFINER;https://pe.ivademecum.com/medicamento-sebium-pore-refiner-novaderma-cod-87CA5BC71A1847EA;Dermatocosméticos;NOVADERMA
P00018250;SEBOCLEAR 100;https://pe.ivademecum.com/medicamento-seboclear-100-szama-cod-A07434011360A16F;Antibióticos;SZAMA
P00018251;SECALIA BALM BODY;https://pe.ivademecum.com/medicamento-secalia-balm-body-isis-pharma-cod-AD313817882C0AD2;Dermatocosméticos;ISIS PHARMA
P00018252;SECNIDAL;https://pe.ivademecum.com/medicamento-secnidal-sanofi-aventis-cod-99324D0D4593E844;Intestinales y genitourinarios;SANOFI AVENTIS
P00018253;SECNIDAZOL;https://pe.ivademecum.com/medicamento-secnidazol-farmindustria-cod-157074DEF3966A20;Intestinales y genitourinarios;FARMINDUSTRIA
P00018254;SECNIDAZOL;https://pe.ivademecum.com/medicamento-secnidazol-sante-cod-665F78F8EA6CCE1C;Intestinales y genitourinarios;LA SANTE
P00018255;SECNIDAZOL GENFAR;https://pe.ivademecum.com/medicamento-secnidazol-genfar-genfar-cod-26E0D6F9477B2BB5;Intestinales y genitourinarios;GENFAR
P00018256;SECOTEX OCAS;https://pe.ivademecum.com/medicamento-secotex-ocas-boehringer-cod-DA558703D34EACFB;Terapéutica prostática;BOEHRINGER
P00018257;SECZOL DS;https://pe.ivademecum.com/medicamento-seczol-ds-intas-cod-08A27C5C5404F43B;Intestinales y genitourinarios;INTAS
P00018258;SEDAPAN;https://pe.ivademecum.com/medicamento-sedapan-ac-farma-cod-C0C8569F2959861F;Antiepilépticos;AC FARMA
P00018259;SEDAREST;https://pe.ivademecum.com/medicamento-sedarest-gr-nenthal-cod-24E344B6DE4EC132;Hipnóticos;GRÜNENTHAL
P00018260;SEDASMYL;https://pe.ivademecum.com/medicamento-sedasmyl-albis-consumo-cod-ACD48765659E3B7E;Sedantes;ALBIS CONSUMO
P00018261;SEDATIVAL FP;https://pe.ivademecum.com/medicamento-sedatival-fp-drugtech-cod-9E0DEF3535139C0D;Sedantes;DRUGTECH
P00018262;SEDIFLAM;https://pe.ivademecum.com/medicamento-sediflam-sherfarma-cod-132E14FCC75F4BF3;Antiepilépticos;SHERFARMA
P00018263;SEDOL;https://pe.ivademecum.com/medicamento-sedol-oq-pharma-cod-AEBEE50AE6D0BDDF;Otros citostáticos;OQ PHARMA
P00018264;SEDOTIME;https://pe.ivademecum.com/medicamento-sedotime-grupo-faes-cod-03D5244829CD0FA2;Sedantes;GRUPO FAES
P00018265;SEDOTROPINA;https://pe.ivademecum.com/medicamento-sedotropina-cipa-cod-9CCBC3DD15FF1644;Antiespasmódicos;CIPA
P00018266;SEDOTROPINA FLAT;https://pe.ivademecum.com/medicamento-sedotropina-flat-cipa-cod-E949531832771469;Antiespasmódicos;CIPA
P00018267;SEFSON;https://pe.ivademecum.com/medicamento-sefson-refasa-cod-EDA6308024F5ACA8;Antiglaucomatosos y mióticos;REFASA
P00018268;SEFSON-T;https://pe.ivademecum.com/medicamento-sefson-t-refasa-cod-B352109CDDB98D70;Antiglaucomatosos y mióticos;REFASA
P00018269;SEFTEM;https://pe.ivademecum.com/medicamento-seftem-refasa-cod-3BA65B5CC59126C5;Antiepilépticos;REFASA
P00018270;SELDEPHAR;https://pe.ivademecum.com/medicamento-seldephar-d-olapharm-cod-65FEFE6A7FA5F26A;Disfunción eréctil;D'OLAPHARM
P00018271;SELEGILINA;https://pe.ivademecum.com/medicamento-selegilina-ac-farma-cod-7BD7FF328E545F9D;Antiparkinsonianos;AC FARMA
P00018272;SELEGILINA;https://pe.ivademecum.com/medicamento-selegilina-medrock-cod-4B1D42D4E0BADED1;Antiparkinsonianos;MEDROCK
P00018273;SELENIO;https://pe.ivademecum.com/medicamento-selenio-quiarsa-cod-F068D5F4F6AC1E61;Vitaminas, minerales, oligoelementos;QUIARSA
P00018274;SELENIO;https://pe.ivademecum.com/medicamento-selenio-sundown-cod-549B328C811A0D7A;Vitaminas, minerales, oligoelementos;SUNDOWN
P00018275;SELSUN AMARILLO;https://pe.ivademecum.com/medicamento-selsun-amarillo-sanofi-aventis-cod-8EFC85A4A44EFBF8;Antiseborreicos;SANOFI AVENTIS
P00018276;SELSUN AZUL;https://pe.ivademecum.com/medicamento-selsun-azul-sanofi-aventis-cod-FDE191D8E83B188C;Antiseborreicos;SANOFI AVENTIS
P00018277;SELZIC - RANBAXY;https://pe.ivademecum.com/medicamento-selzic-ranbaxy-ranbaxy-prp-cod-BEA5E9CC53FE55C6;Antiepilépticos;RANBAXY-PRP
P00018278;SENSIBIO AR CREME;https://pe.ivademecum.com/medicamento-sensibio-ar-creme-novaderma-cod-E45D9FD8FA51FC64;Dermatocosméticos;NOVADERMA
P00018279;SENSIBIO DS + ANTI-RECIDIVE;https://pe.ivademecum.com/medicamento-sensibio-ds-anti-recidive-novaderma-cod-6E045D71A2DC05E2;Dermatocosméticos;NOVADERMA
P00018280;SENSIBIO FORTE;https://pe.ivademecum.com/medicamento-sensibio-forte-novaderma-cod-31DBFBA9397A2767;Dermatocosméticos;NOVADERMA
P00018281;SENSIBIO H2O;https://pe.ivademecum.com/medicamento-sensibio-h2o-novaderma-cod-F4A8D9E6CC53396F;Dermatocosméticos;NOVADERMA
P00018282;SENSODYNE BLANQUEADOR EXTRA FRESH;https://pe.ivademecum.com/medicamento-sensodyne-blanqueador-extra-fresh-gsk-cod-CDF7F2E828B40368;Cremas dentales p/dientes sensibles;GSK
P00018283;SENSODYNE CREMA DENTAL;https://pe.ivademecum.com/medicamento-sensodyne-crema-dental-gsk-cod-B23862E4183B0670;Cremas dentales p/dientes sensibles;GSK
P00018284;SENSODYNE MULTIPROTECCION;https://pe.ivademecum.com/medicamento-sensodyne-multiproteccion-gsk-cod-DF1B5CB14A2F8639;Cremas dentales p/dientes sensibles;GSK
P00018285;SENSODYNE RAPID RELIEF;https://pe.ivademecum.com/medicamento-sensodyne-rapid-relief-gsk-cod-1309D6CCBDD52188;Cremas dentales p/dientes sensibles;GSK
P00018286;SENSYLUB GEL;https://pe.ivademecum.com/medicamento-sensylub-gel-sherfarma-cod-5F1CDE6578D0446A;Lubricantes vaginales;SHERFARMA
P00018287;SEPTIC;https://pe.ivademecum.com/medicamento-septic-terbol-cod-D3F576E64576C881;Antidiarreicos;TERBOL
P00018288;SEPTILIN;https://pe.ivademecum.com/medicamento-septilin-himalaya-cod-64AA67C7DAD23E15;;HIMALAYA
P00018289;SEPTRIN FORTE;https://pe.ivademecum.com/medicamento-septrin-forte-hersil-cod-2E4C0E4A6741B5F5;Antibióticos;HERSIL
P00018290;SERECUR;https://pe.ivademecum.com/medicamento-serecur-lafage-cod-58490285C8C6D967;Terapéutica prostática;LAFAGE
P00018291;SERENASE;https://pe.ivademecum.com/medicamento-serenase-sanitas-cod-2E4F84CB0E4168FF;Antipsicóticos;SANITAS
P00018292;SERENUS IQFARMA;https://pe.ivademecum.com/medicamento-serenus-iqfarma-iqfarma-cod-9ECE6CE4F183AF91;Antipsicóticos;IQFARMA
P00018293;SERETIDE DISKUS;https://pe.ivademecum.com/medicamento-seretide-diskus-gsk-cod-43248B5DE492E66C;Antiasmáticos y broncodilatadores;GSK
P00018294;SERETIDE INHALADOR CD;https://pe.ivademecum.com/medicamento-seretide-inhalador-cd-gsk-cod-F49F660FE0038726;Antiasmáticos y broncodilatadores;GSK
P00018295;SERIDASA;https://pe.ivademecum.com/medicamento-seridasa-sherfarma-cod-0F81A74CA0108F76;Antiinflamatorios no esteroides (AINE);SHERFARMA
P00018296;SERLIFT - RANBAXY;https://pe.ivademecum.com/medicamento-serlift-ranbaxy-ranbaxy-prp-cod-BB2D64E85D29F9FA;Antidepresivos;RANBAXY-PRP
P00018297;SEROFLO;https://pe.ivademecum.com/medicamento-seroflo-cipla-cod-04F36F4E394288B7;Antiasmáticos y broncodilatadores;CIPLA
P00018298;SEROPHENE;https://pe.ivademecum.com/medicamento-serophene-merck-cod-A5A04BB131F99162;Antiestrogénicos;MERCK
P00018299;SEROQUEL;https://pe.ivademecum.com/medicamento-seroquel-astrazeneca-cod-21857DFB21CF8286;Antipsicóticos;ASTRAZENECA
P00018300;SEROQUEL XR;https://pe.ivademecum.com/medicamento-seroquel-xr-astrazeneca-cod-AE311A14492E5CD7;Antipsicóticos;ASTRAZENECA
P00018301;SEROTOCAF;https://pe.ivademecum.com/medicamento-serotocaf-caferma-cod-FB4BC99BF05D19EE;Antibióticos;CAFERMA
P00018302;SEROXAT;https://pe.ivademecum.com/medicamento-seroxat-gsk-cod-E4D7BEDA6437D3AA;Antidepresivos;GSK
P00018303;SEROXAT CR;https://pe.ivademecum.com/medicamento-seroxat-cr-gsk-cod-7777AE4FD87ED81B;Antidepresivos;GSK
P00018304;SERTIRINA;https://pe.ivademecum.com/medicamento-sertirina-pharmacheck-cod-899319A12B0E75C5;Antidepresivos;PHARMACHECK
P00018305;SERTRALINA;https://pe.ivademecum.com/medicamento-sertralina-ac-farma-cod-87DFEC505B2A2D2D;Antidepresivos;AC FARMA
P00018306;SERTRALINA;https://pe.ivademecum.com/medicamento-sertralina-farmindustria-cod-A7C3E1738A96C378;Antidepresivos;FARMINDUSTRIA
P00018307;SERTRALINA;https://pe.ivademecum.com/medicamento-sertralina-lcg-cod-04300AC129F4EF3B;Antidepresivos;LCG
P00018308;SERTRALINA;https://pe.ivademecum.com/medicamento-sertralina-medrock-cod-D0CF23967BF44FF9;Antidepresivos;MEDROCK
P00018309;SERTRALINA GENFAR;https://pe.ivademecum.com/medicamento-sertralina-genfar-genfar-cod-D4B6382EC1F7A986;Antidepresivos;GENFAR
P00018310;SERTRALINA MF;https://pe.ivademecum.com/medicamento-sertralina-mf-marfan-cod-D76B74B01CE65EE1;Antidepresivos;MARFAN
P00018311;SEVOFLURANO BAXTER;https://pe.ivademecum.com/medicamento-sevoflurano-baxter-baxter-cod-03761EEB11FB57FC;Anestésicos;BAXTER
P00018312;SEVOGESIC;https://pe.ivademecum.com/medicamento-sevogesic-medifarma-cod-2C36345DCF66A2EB;Anestésicos;MEDIFARMA
P00018313;SEVORANE;https://pe.ivademecum.com/medicamento-sevorane-abbott-cod-8AA3771C0F30FDA2;Anestésicos;ABBOTT
P00018314;SEX-UP;https://pe.ivademecum.com/medicamento-sex-up-induquimica-cod-48B9BB2032F334AC;Disfunción eréctil;INDUQUIMICA
P00018315;SEX-UP FLASH 50;https://pe.ivademecum.com/medicamento-sex-up-flash-50-induquimica-cod-950C0C0FA5BCB259;Disfunción eréctil;INDUQUIMICA
P00018316;SEXSEG;https://pe.ivademecum.com/medicamento-sexseg-lusa-cod-6F49E762573C16CE;Anticonceptivos y anovulatorios;LUSA
P00018317;SHARK CAT;https://pe.ivademecum.com/medicamento-shark-cat-induquimica-cod-CC770D8B012F1993;Leches y suplementos dietéticos;INDUQUIMICA
P00018318;SIDELG;https://pe.ivademecum.com/medicamento-sidelg-genfar-cod-6C5919EF4C6C6AB1;Inh. espec. de las lipasas gastrointestinales;GENFAR
P00018319;SIDER;https://pe.ivademecum.com/medicamento-sider-brisafarma-cod-2907DC026D473FE8;Antialérgicos, antihist., corticoides asoc.;BRISAFARMA
P00018320;SIFROL;https://pe.ivademecum.com/medicamento-sifrol-boehringer-cod-544B65EDC7C921E0;Antiparkinsonianos;BOEHRINGER
P00018321;SII RABIVAX;https://pe.ivademecum.com/medicamento-sii-rabivax-eske-group-cod-B96D4EDE555981D4;Vacunas;ESKE GROUP
P00018322;SILAGRA;https://pe.ivademecum.com/medicamento-silagra-vyser-cod-917E7805BBFA3F36;Disfunción eréctil;VYSER
P00018323;SILDAMEK;https://pe.ivademecum.com/medicamento-sildamek-labex-corp-cod-56C3C49C66C2F7A0;Disfunción eréctil;LABEX CORP.
P00018324;SILDEGOLD;https://pe.ivademecum.com/medicamento-sildegold-sherfarma-cod-D25FC9F805348FCF;Disfunción eréctil;SHERFARMA
P00018325;SILDEMED;https://pe.ivademecum.com/medicamento-sildemed-albis-consumo-cod-0BD2715786D1335F;Disfunción eréctil;ALBIS CONSUMO
P00018326;SILDEN UP;https://pe.ivademecum.com/medicamento-silden-up-delfarma-cod-B82A7B9E0F1FE85B;Disfunción eréctil;DELFARMA
P00018327;SILDENAFILO;https://pe.ivademecum.com/medicamento-sildenafilo-delfarma-cod-36F59CA6B26B84DD;Disfunción eréctil;DELFARMA
P00018328;SILDENAFILO;https://pe.ivademecum.com/medicamento-sildenafilo-lcg-cod-86556AB1FFFDC3FC;Disfunción eréctil;LCG
P00018329;SILDENAFILO;https://pe.ivademecum.com/medicamento-sildenafilo-mc-globe-cod-6954B0F8E10502C3;Disfunción eréctil;MC GLOBE
P00018330;SILDENAFILO;https://pe.ivademecum.com/medicamento-sildenafilo-medrock-cod-4C58BCF6C1AEE711;Disfunción eréctil;MEDROCK
P00018331;SILDENAFILO;https://pe.ivademecum.com/medicamento-sildenafilo-pharmed-corp-cod-6CBADB5EF314E9DF;Disfunción eréctil;PHARMED CORP.
P00018332;SILDENAFILO AVSA;https://pe.ivademecum.com/medicamento-sildenafilo-avsa-avsa-cod-2077F3FDCA930BDF;Disfunción eréctil;AVSA
P00018333;SILDENAFILO CITRATO;https://pe.ivademecum.com/medicamento-sildenafilo-citrato-hersil-cod-38DED2A9D8044FAD;Disfunción eréctil;HERSIL
P00018334;SILDENAFILO FARMEDIC;https://pe.ivademecum.com/medicamento-sildenafilo-farmedic-farmedic-cod-4CE73B48C51FD46B;Disfunción eréctil;FARMEDIC
P00018335;SILDENAFILO FMNDTRIA;https://pe.ivademecum.com/medicamento-sildenafilo-fmndtria-farmindustria-cod-D533E95F2CA8C352;Disfunción eréctil;FARMINDUSTRIA
P00018336;SILDENAFILO GENFAR;https://pe.ivademecum.com/medicamento-sildenafilo-genfar-genfar-cod-13FC5868E33BBF4C;Disfunción eréctil;GENFAR
P00018337;SILDENAFILO INDUQUIMICA;https://pe.ivademecum.com/medicamento-sildenafilo-induquimica-induquimica-cod-B740C5044DD1BCF2;Disfunción eréctil;INDUQUIMICA
P00018338;SILDENAFILO MF;https://pe.ivademecum.com/medicamento-sildenafilo-mf-marfan-cod-1FF6171C94747CA3;Disfunción eréctil;MARFAN
P00018339;SILDENAFILO PORTUGAL;https://pe.ivademecum.com/medicamento-sildenafilo-portugal-portugal-cod-184D3CF8EC5DEF35;Disfunción eréctil;PORTUGAL
P00018340;SILDENAFILO QUILAB;https://pe.ivademecum.com/medicamento-sildenafilo-quilab-quilab-generic-cod-94F55C29AAB33987;Disfunción eréctil;QUILAB GENERIC.
P00018341;SILDENAL;https://pe.ivademecum.com/medicamento-sildenal-alpharmaco-sac-cod-90146E631F42A478;Disfunción eréctil;ALPHARMACO SAC
P00018342;SILDENAZINN;https://pe.ivademecum.com/medicamento-sildenazinn-dronnvels-cod-55FD3204C7B66C3F;Disfunción eréctil;DRONNVELS
P00018343;SILDEREC;https://pe.ivademecum.com/medicamento-silderec-dubonp-cod-3AE45F7F03127E93;Disfunción eréctil;DUBONP
P00018344;SILDEX;https://pe.ivademecum.com/medicamento-sildex-pharmed-corp-cod-9FFC3995B7CAF558;Disfunción eréctil;PHARMED CORP.
P00018345;SILDEXCEL;https://pe.ivademecum.com/medicamento-sildexcel-medrock-cod-44A2BAFCA6D96DE5;Disfunción eréctil;MEDROCK
P00018346;SILENAI CL;https://pe.ivademecum.com/medicamento-silenai-cl-elifarma-cod-5308B7B1A63939EC;Antialérgicos, antihist., corticoides asoc.;ELIFARMA
P00018347;SILENAI EXPECTORANTE;https://pe.ivademecum.com/medicamento-silenai-expectorante-elifarma-cod-6F1B26F26AA4E2BC;Antitusivos, expectorantes, mucolíticos;ELIFARMA
P00018348;SILHOUETTE;https://pe.ivademecum.com/medicamento-silhouette-quiarsa-cod-EFE6BADE5FA1CEEF;Leches y suplementos dietéticos;QUIARSA
P00018349;SILICARE;https://pe.ivademecum.com/medicamento-silicare-siegfried-cod-1F2C7D0909B69EC2;Dermatocosméticos;SIEGFRIED
P00018350;SILIMARINA GENFAR;https://pe.ivademecum.com/medicamento-silimarina-genfar-genfar-cod-5B3C495E7A199645;Colagogos, colerét., digest., hepatoprot.;GENFAR
P00018351;SILINATUR PLUS;https://pe.ivademecum.com/medicamento-silinatur-plus-albis-consumo-cod-A30ABE66A7DB3EF7;Colagogos, colerét., digest., hepatoprot.;ALBIS CONSUMO
P00018352;SILVECAINA;https://pe.ivademecum.com/medicamento-silvecaina-farmedic-cod-4F20E871C3B8F71C;Anestésicos;FARMEDIC
P00018353;SILVERDIAZINA CREMA;https://pe.ivademecum.com/medicamento-silverdiazina-crema-teva-cod-1888B27B5EFDEF2E;Antibióticos tópicos;TEVA
P00018354;SILVERDIAZINA L CREMA;https://pe.ivademecum.com/medicamento-silverdiazina-l-crema-teva-cod-0278D47ECC8532C6;Antibióticos tópicos;TEVA
P00018355;SIM 12;https://pe.ivademecum.com/medicamento-sim-12-cipa-cod-EC77D2A9377A1635;Vitaminas, minerales, oligoelementos;CIPA
P00018356;SIMDAX;https://pe.ivademecum.com/medicamento-simdax-abbott-cod-AC119C715EBF6274;Cardiotónicos;ABBOTT
P00018357;SIMETICONA FMNDTRIA;https://pe.ivademecum.com/medicamento-simeticona-fmndtria-farmindustria-cod-AF26DC6A46B2BAF7;Antiflatulentos;FARMINDUSTRIA
P00018358;SIMETICONA PORTUGAL;https://pe.ivademecum.com/medicamento-simeticona-portugal-portugal-cod-7F66523A7B8F9973;Antiflatulentos;PORTUGAL
P00018359;SIMEVET;https://pe.ivademecum.com/medicamento-simevet-drog-farbo-cod-C122735AA7DEBBEA;Antiflatulentos;DROG. FARBO
P00018360;SIMFLAT;https://pe.ivademecum.com/medicamento-simflat-teva-cod-B183E05FE005CC6C;Antiflatulentos;TEVA
P00018361;SIMFLEMAX COMPUESTO A;https://pe.ivademecum.com/medicamento-simflemax-compuesto-keyfarm-cod-CB5C3F0133C1B802;Antiasmáticos y broncodilatadores;KEYFARM
P00018362;SIMFLEMAX COMPUESTO P;https://pe.ivademecum.com/medicamento-simflemax-compuesto-p-keyfarm-cod-BC1C6ADC4AA592B9;;KEYFARM
P00018363;SIMIBE;https://pe.ivademecum.com/medicamento-simibe-cardiopharm-cod-D30A5AFE3AED175F;Normolipemiantes e hipocolesterolemiantes;CARDIOPHARM
P00018364;SIMILAC 1;https://pe.ivademecum.com/medicamento-similac-1-abbott-cod-1114CD30688C343A;Leches y suplementos dietéticos;ABBOTT
P00018365;SIMILAC 1 CON EYE Q PLUS;https://pe.ivademecum.com/medicamento-similac-1-eye-q-plus-abbott-cod-9359F6D48D4E5E81;Leches y suplementos dietéticos;ABBOTT
P00018366;SIMILAC 2;https://pe.ivademecum.com/medicamento-similac-2-abbott-cod-5D2F54F5A9200B42;Leches y suplementos dietéticos;ABBOTT
P00018367;SIMILAC 3;https://pe.ivademecum.com/medicamento-similac-3-abbott-cod-E9976C20816125B0;Leches y suplementos dietéticos;ABBOTT
P00018368;SIMILAC ADVANCE 1;https://pe.ivademecum.com/medicamento-similac-advance-1-abbott-cod-28E3BE1B525542DB;Leches y suplementos dietéticos;ABBOTT
P00018369;SIMILAC ADVANCE 1 EYE Q;https://pe.ivademecum.com/medicamento-similac-advance-1-eye-q-abbott-cod-84A87519A4451B2C;Leches y suplementos dietéticos;ABBOTT
P00018370;SIMILAC ADVANCE 2 EYE Q;https://pe.ivademecum.com/medicamento-similac-advance-2-eye-q-abbott-cod-226382ED5AF1CF96;Leches y suplementos dietéticos;ABBOTT
P00018371;SIMILAC ANTI REFLUJO;https://pe.ivademecum.com/medicamento-similac-anti-reflujo-abbott-cod-C954E5351D8A4B40;Leches y suplementos dietéticos;ABBOTT
P00018372;SIMILAC GAIN 2 CON EYE Q PLUS IMMUNIFY;https://pe.ivademecum.com/medicamento-similac-gain-2-eye-q-plus-immunify-abbott-cod-CDD8D72CB0BCC444;Leches y suplementos dietéticos;ABBOTT
P00018373;SIMILAC HMF /FORTIFICADOR LECHE MATERNA;https://pe.ivademecum.com/medicamento-similac-hmf-fortificador-leche-materna-abbott-cod-5499994934DA88BA;Vitaminas, minerales, oligoelementos;ABBOTT
P00018374;SIMILAC MAMA;https://pe.ivademecum.com/medicamento-similac-mama-abbott-cod-66A31A88F67BE78D;Leches y suplementos dietéticos;ABBOTT
P00018375;SIMILAC NEOSURE;https://pe.ivademecum.com/medicamento-similac-neosure-abbott-cod-2C107201A59D07D9;Leches y suplementos dietéticos;ABBOTT
P00018376;SIMILAC SENSITIVE EYE Q;https://pe.ivademecum.com/medicamento-similac-sensitive-eye-q-abbott-cod-2811F14480CFAFA6;Leches y suplementos dietéticos;ABBOTT
P00018377;SIMILAC SENSITIVE LF;https://pe.ivademecum.com/medicamento-similac-sensitive-lf-abbott-cod-7A86F770A43E10A0;Leches y suplementos dietéticos;ABBOTT
P00018378;SIMILAC SPECIAL CARE;https://pe.ivademecum.com/medicamento-similac-special-care-abbott-cod-287ECA779D18094F;Leches y suplementos dietéticos;ABBOTT
P00018379;SIMILAC TOTAL COMFORT;https://pe.ivademecum.com/medicamento-similac-total-comfort-abbott-cod-BF76872F1710186D;Leches y suplementos dietéticos;ABBOTT
P00018380;SIMILAC TOTAL COMFORT 1+;https://pe.ivademecum.com/medicamento-similac-total-comfort-1-abbott-cod-117ECACF9D20F7B2;Leches y suplementos dietéticos;ABBOTT
P00018381;SIMPLUS;https://pe.ivademecum.com/medicamento-simplus-bausch-lomb-cod-37B0068B42FEAADF;Soluc. p/limp. y cons. de lentes de contacto;BAUSCH & LOMB
P00018382;SIMPONI - JANSSEN;https://pe.ivademecum.com/medicamento-simponi-janssen-janssen-cilag-cod-7269D825C09832E4;;JANSSEN-CILAG
P00018383;SIMTAS;https://pe.ivademecum.com/medicamento-simtas-intas-cod-D3979BEFABD85BF0;Normolipemiantes e hipocolesterolemiantes;INTAS
P00018384;SIMULECT;https://pe.ivademecum.com/medicamento-simulect-novartis-trans-cod-C0BE6618910EA2FE;Inmunosupresores;NOVARTIS TRANS.
P00018385;SIMVALIP;https://pe.ivademecum.com/medicamento-simvalip-naturgen-cod-C58BDD7EE7304048;Normolipemiantes e hipocolesterolemiantes;NATURGEN
P00018386;SIMVASTATINA;https://pe.ivademecum.com/medicamento-simvastatina-induquimica-cod-0B30F97DFA261AC2;Normolipemiantes e hipocolesterolemiantes;INDUQUIMICA
P00018387;SIMVASTATINA;https://pe.ivademecum.com/medicamento-simvastatina-sante-cod-03F89D76EFF0CB60;Normolipemiantes e hipocolesterolemiantes;LA SANTE
P00018388;SIMVASTATINA;https://pe.ivademecum.com/medicamento-simvastatina-medrock-cod-9BD0634137D87D70;Normolipemiantes e hipocolesterolemiantes;MEDROCK
P00018389;SIMVASTATINA FARMACHIF;https://pe.ivademecum.com/medicamento-simvastatina-farmachif-farmachif-cod-ABB1540A675F7FB2;Normolipemiantes e hipocolesterolemiantes;FARMACHIF
P00018390;SIMVASTATINA FMNDTRIA;https://pe.ivademecum.com/medicamento-simvastatina-fmndtria-farmindustria-cod-A11C19DF17966ED8;Normolipemiantes e hipocolesterolemiantes;FARMINDUSTRIA
P00018391;SIMVASTATINA GENFAR;https://pe.ivademecum.com/medicamento-simvastatina-genfar-genfar-cod-3EF698270354EC5E;Normolipemiantes e hipocolesterolemiantes;GENFAR
P00018392;SIMVASYN-20;https://pe.ivademecum.com/medicamento-simvasyn-20-torres-pharma-cod-AAF130D401834C03;Normolipemiantes e hipocolesterolemiantes;TORRES PHARMA
